id,name,district,street,station,lines,d_m,area_m2,type,built_year,units_total,buildings,layout_main,large_unit,resettlement,confidence,note
317,西城品阁,宝安区,新安街道,上川,12,195.7,6673,商务公寓,2008（房天下竣工2008-01-01；乐有家写2009年建成）,420（乐有家）～878（房天下）,2,35-42㎡ 单间/小两房，55㎡以上做到“4室”；出租房源见42㎡两室一厅,否,无,确认,宝安新安前进路与新安路交汇处（天虹后侧）。判为公寓的依据：①乐有家页别称“西城品阁公寓”；②房天下产权描述写“西城品阁酒店式公寓”；③建面20017.71㎡对应878户＝单套约23㎡，主力35-55㎡极小户型。房天下同时标注70年产权（深圳部分酒店式公寓确为70年住宅用地但按公寓设计），故严格说是“公寓型住宅/酒店式公寓”，不是普通70年住宅小区。占地6616.6㎡与OSM 6673㎡吻合。户数两个口径差一倍，未能定案。
318,旭仕达名苑,宝安区,新安街道,上川,12,53.1,4286,住宅小区,2002-2004,243,2,3房109-116㎡（109.3/116.29/116.65㎡三室两厅）,否,未知,确认,别名“都市丽舍”，宝安新安四路263-1号（前进天虹旁）。占地3645.2㎡（OSM 4286㎡）、2栋243户、车位140、开发商深圳市旭仕达房地产开发有限公司、北方物业。贝壳标注交易权属“商品房/房改房”，即含房改房成分。主力109-116㎡三房，接近但未达120㎡，大户型判“否”。
319,雅仕阁,宝安区,新安街道,上川,12,7.6,3766,住宅小区,2000（另有1999-2000口径）,190,2（A、B栋）,1房42-45㎡ / 2房49-52㎡ / 3房约115㎡（户型跨度大，以中小户型为主）,否,未知,确认,宝安30区前进路与上川路交汇处，紧贴12号线上川站（OSM 7.6米）。房天下：竣工2000-01-01、占地5480㎡、板楼、2栋190户、容积率2.3、物业费0.8元、70年产权、深圳市宝安区源丰实业发展公司开发；乐有家：建面14100.97㎡、容积率3.8。占地口径5480㎡ vs OSM 3766㎡。
320,天源花园,宝安区,新安街道,上川,12,94.2,2585,住宅小区,1992（乐有家）/ 1994（房天下、深圳都市圈）,132（乐有家）；房天下两条目分别写460户与104户，口径混乱,3,3房84-90㎡（84.3/85/88/90㎡）,否,未知,确认,宝安31区上川路42号（上川路与前进路交汇处）。房天下：建面33145㎡、3栋、容积率4、绿化率20%、物业费1.9元、西部地产开发、车位50个。户数三个来源三个数（132/104/460），无法定案。OSM地块仅2585㎡，明显只覆盖部分楼栋。
321,鸿荣源·熙龙湾（一期）,宝安区,新安街道,临海,5,159.4,58439,住宅小区,2008,935（乐有家规划户数）；房天下另写695户,8（乐有家）；房天下写14栋,125-193㎡三房、145-183㎡四房、193-200㎡+五房及复式,是,无,确认,房天下别名“熙龙湾花园一期/熙龙湾一期”，地址宝安中心区甲岸路2号（甲岸路与海秀路/兴华路交汇处），距5号线临海站约338米——与OSM“临海站、新安街道”一致。建面223000㎡、容积率2.98、鸿荣源开发、鸿荣源物业、物业费3.1元、东临深圳实验学校。二手均价约14.2万/㎡，宝中豪宅盘，大户型为主明确。
322,鸿荣源·熙龙湾（二期）,宝安区,新安街道,临海,5,172.2,50556,住宅小区,2009（竣工2009-06-27）,695（多来源一致）；房天下另有798户口径,5（乐有家）；房天下写7栋/9栋，口径不一,高层3/4/5房 + 复式 + 洋房；在售单位238-440㎡（248.7㎡六房、320㎡、440㎡九房等）,是,无,确认,宝安中心区甲岸路2号，熙龙湾一期东侧。总占地47583.59㎡（与OSM 50556㎡吻合）、总建面约14万-19.3万㎡（口径不一）、容积率3、绿化率30%、物业费3.1元、鸿荣源物业。与一期合计约40万㎡滨海豪宅社区。大户型为主明确。
323,筑巢(前海)公寓,宝安区,新安街道,兴东,5,109.3,3400,安居房人才房,未知（2023年前已投用）,1000+（抖音口径“一千多间”）,4,未知（宿舍/单间型公寓房间）,否,整体为租赁型人才/长租公寓,推测,地址宝安区创业二路461号，兴东地铁站C口步行70米——与OSM兴东站/新安街道一致。判定依据：①高德/城市吧POI分类为“商务住宅”；②深圳市宝安交通投资集团2024年发布《筑巢（前海）公寓一楼宿舍及屋顶临时板房自主公开招租公告》，说明产权/运营方为宝安交投国企；③自媒体称“筑巢公寓可以申请人才补贴”“四栋楼一千多间”“一楼架空停电瓶车”。综合看是国企运营的租赁型人才/长租公寓（保障性租赁住房性质），不是可售商品住宅，也不是普通70年住宅小区。均为摘要来源，无官方文件核实户数/年代，故confidence=推测。
324,遇见·美舍,宝安区,新安街道,兴东,5,173.7,3198,不确定,未知,未知,未知（OSM地块仅3198㎡，疑单体楼）,未知,未知,未知,推测,查无此盘。多轮检索（含精确引号、加“深圳/宝安/新安/兴东/公寓/楼盘”限定）在贝壳、乐有家、房天下、安居客、58、地图POI库中均未找到同名住宅项目；同名结果全部是外地美甲店/酒店类商户。判断为OSM上的非官方名称（可能是自建楼、长租公寓品牌名或商住单体的俗称）。所有字段记未知，type记不确定。若后续核实建议按坐标22.583523/113.911845（新安街道、5号线兴东站西南约174米）反查门牌。
325,福中福·幸福海岸,宝安区,新安街道,宝体,1,5.9,76146,住宅小区,2005（一期；整体分三期，2005-2008左右陆续交付）,一期规划632户；整体三期约28栋（房天下另一条目写595户/6栋，仅覆盖部分）,整体28栋（11-33层高层）；一期12栋,口径冲突：乐有家在售单位145-290㎡（六房、复式为多），安居客称整体为高层住宅围合布局；主力户型未能确证,部分,未知,单一来源,项目为宝安中心区N15地块，东南临罗田路、西南毗创业路，罗田路20号/宝源南路与罗田路交汇处，距1号线宝体站约292米——与OSM宝体站/新安街道一致。宗地104616.27㎡、总建面412850㎡、分三期、28栋11-33层、绿化率51%、容积率2.18、福中福地产开发、开元国际物业。OSM地块76146㎡小于整体宗地，应只覆盖部分期数。户型：乐有家在售房源145-290㎡偏大，但这是挂牌样本偏差，无法据此断定主力户型，故大户型只记“部分”。
326,泰华·君逸世家,宝安区,新安街道,宝体,1,0.0,24934,住宅小区,2006（房天下）/ 2007（乐有家）,863,3,5房 136-189㎡（136 / 160.26 / 161-169 / 188.88㎡）,是,未知,确认,房天下条目名“君逸世家”，别名“泰华君逸世家”；乐有家条目名“君逸世家花园”。地址新湖路与罗田路交汇处/罗田路18号，宝安中心区，OSM距1号线宝体站0米。占地约24000㎡（与OSM 24934㎡吻合）、总建面142762㎡、3栋863户、塔楼、容积率3.78、绿化率20%、车位814、物业费2.8元、泰华房地产（中国）有限公司开发、泰华物业。主力5房136-189㎡，大户型为主明确。
327,金成时代家园,宝安区,新安街道,宝体,1,165.5,19934,混合,2005（竣工2005-03-19）/ 乐有家写2006,760（另有760-776口径）,3,80㎡ 2房 / 89㎡ 3房 / 127-138㎡ 4房,部分,有（乐有家标注产权性质含“经济适用房”）,确认,宝安中心区新湖路与罗田路交汇处/罗田路16号，OSM距1号线宝体站约166米。房天下：竣工2005-03-19、占地25000㎡、70年产权、金成地产集团开发；乐有家：3栋760户、建面141912.5㎡、容积率4、产权性质“商品房、经济适用房”；百度百科：2005年建成、760-776户、金海景物业。因含经济适用房成分，type记混合、resettlement记“有”。127-138㎡四房占一定比例，大户型记“部分”。
328,第五大道高发西岸花园,宝安区,新安街道,宝安,11,7.7,79126,住宅小区,2006-2011（分三期；房天下竣工2006-10-28，安居客称2011年竣工）,1600,17栋20个单元（均24-30层高层）,一期以刚需中小户型为主，三期为纯大户型；整体跨度大,部分,未知,确认,宝源南路201号 / 罗田路与创业路交汇处，宝安中心区，OSM贴11号线宝安站（7.7米）。占地83329.4㎡（与OSM 79126㎡吻合）、17栋20单元、总户数1600、车位2000、电梯配比2梯2-4户、另有3.8万㎡商业及文化中心/青少年活动中心/幼儿园、深圳市高发投资控股开发。分三期：一期刚需、三期纯大户型，故大户型记“部分”。安居客条目名“第5大道高发西岸花园”。
329,华侨城·宝辰,宝安区,新安街道,宝安,11,47.0,2151,写字楼商业,未知（2022年9月获批预售，2025-2026年作为现房在售）,641套备案（办公类141套 + 商业类500套）,1（OSM src=楼栋，面积2151㎡，单体塔楼）,办公/商办单位，见274㎡大单位；无住宅户型,否（非住宅，不适用）,无,单一来源,重要纠错：这是商办项目，不是住宅。房天下新房动态明确“2022年9月9日获批预售，总共备案641套房源（办公类141套，商业类（裙楼及半地下商业）合计500套）”，即备案中没有住宅/公寓类；营销口径自称“2025年深圳商办公寓销量NO1”，单价约4.29万起，属公寓式办公（商办），不带住宅产权与学位。位于宝安中心区区政府附近，OSM距11号线宝安站47米。建议从“住宅性用地”清单中剔除。年代未获权威交付时间，故记未知。
330,龙光·天悦龙庭,宝安区,新安街道,宝安中心,1/5,92.3,46258,住宅小区,2005,约1320,3,92-93㎡ 2房 / 100-126㎡ 3房 / 140-155㎡ 4房,部分,未知,单一来源,同名混淆提醒：全国检索“龙光天悦龙庭”绝大多数结果指向成都锦江区柳河路139号的成都项目（2013年竣工），与本条无关。本条为深圳宝安中心区“天悦龙庭”（创业路北、新湖路东侧），龙光地产开发，OSM距1号线/5号线宝安中心站约92米，位置一致。乐有家：2005年建成、3栋、约1320户、占地约58250㎡（OSM 46258㎡）、商品房、住宅+商铺+车位。仅乐有家一个可用来源，故confidence=单一来源。
331,宏发领域,宝安区,新安街道,宝安中心,1/5,0.0,37412,混合,2007,1599(乐有家规划户数)；链家1354/1595、另一口径1147，口径不一,9,一房/二房公寓+三房板楼复式+四房/五房，在售面积13-170㎡,部分,未知,确认,宝安中心区综合体：住宅+写字楼(宏发中心大厦/宏发领域4号楼)+商铺+小面积公寓并存，乐有家物业用途明确列'住宅|写字楼|商铺|车位'，故判混合而非纯住宅小区。在售最小13㎡说明含公寓/办公散售。户数各平台差异大。
332,丽晶国际,宝安区,新安街道,宝安中心,1/5,152.4,19267,住宅小区,2005,903(乐有家规划)；另一口径1034,7,2-3房为主，90-165㎡,部分,未知,确认,别名/原名'德业新城花园A区'，开发商深圳市德业基投资。新城大道与创业西路交汇，宝安新城中心区。7栋高层半围合，建面约14万㎡。名字带'国际'但为70年产权普通住宅。
333,金泓·凯旋城,宝安区,新安街道,新安,1,36.1,141549,住宅小区,2006,2870,11(一期8+二期3),2-6居，79-185㎡,部分,未知,确认,新安一路20号，开发商深圳市屹海达实业。容积率约3.8，绿化率35%。分一期二期，乐有家另有'金泓凯旋城二期'独立条目。
334,润恒·都市茗荟花园(二期),宝安区,新安街道,新安,1,158.3,34424,住宅小区,约2021-2022(2016-12取得建设许可，具体交楼年未确认),724,5(住宅A-E座)+2层底商+独立幼儿园1栋,3-5房，87/120/143㎡,部分,未知,单一来源,仅摘要。甲岸路5号(甲岸路与新湖路交汇，1号线新安站旁)，开发商深圳润恒集团。搜'都市茗荟 旧改/回迁/城市更新'未见任何城市更新或回迁记录，故回迁一栏写未知而非'有'。交楼年份未在任何来源中直接给出。
335,润恒·都市茗荟花园(一期),宝安区,新安街道,新安,1,149.9,23956,住宅小区,2019,413,未知,3房为主；小于90㎡户型214户占51.81%,部分,未知,单一来源,仅摘要。2014-12-16取得建设许可，2019年建成。被开发商宣传为'前海湾区豪宅'，但过半户型<90㎡，属刚需+改善混合，非大户型盘。
336,鸿荣源·西岸观邸,宝安区,新安街道,新安,1,157.3,22564,住宅小区,2007,865(乐有家861),7(28-29层塔楼，3梯5户),47-141㎡，高赠送产品(102㎡报6室3厅、93-99㎡报6室2厅)，主打刚需+改善,部分,未知,确认,甲岸路与新湖路交汇，距1号线新安站约200m，开发商深圳鸿荣源房地产。占地约2.54万㎡、总建面12.16万㎡、容积率4.8、绿化率30%、车位728个、物业费2.80元/㎡。'50㎡做3房'的极端赠送盘，房本面积远小于实用面积，故large_unit按房本面积判'部分'。
337,云玺锦庭,宝安区,新安街道,新安,1,0.0,19281,住宅小区,2019,382(规划户数),未知,3房2厅/4房，约119㎡为主,部分,未知,确认,全称亦作'榕江云玺锦庭'，开发商深圳市榕江实业，物业深圳市榕御汇物业。新安街道新湖路与甲岸路交汇，占地约1.5万㎡、建面107219.87㎡、容积率3.75、绿化率40.3%、车位565个。搜'回迁/旧改'无结果。
